(1553203781.660195, ':', 'AITFC,794641,19.4245,-99.0824,0,0,1,329,21,CMP135,B738,HP-1522CMP,MEX,PTY')
(1553203781.660444, ':', 'AITFC,10912964,19.6144,-98.7491,16400,2112,1,58,338,VOI186,A320,N519VL,MEX,MTY')
(1553203791.40851, ':', 'AITFC,10918260,19.5548,-99.1499,21225,-2816,1,326,334,TPU960,A319,N524TA,LIM,MEX')
(1553203791.408969, ':', 'AITFC,854471,19.4375,-99.0760,0,0,1,154,22,VIV3283,A320,XA-VAZ,MZT,MEX')
(1553203791.409134, ':', 'AITFC,15205156,19.4459,-99.0694,0,0,1,103,0,,A319,CC-AMP,MEX,')
(1553203791.409327, ':', 'AITFC,854518,19.4379,-99.0659,0,0,1,140,22,SLI444,E190,XA-ALQ,CUN,MEX')
(1553203791.409885, ':', 'AITFC,853750,20.6136,-97.6907,38000,64,1,273,382,SLI2655,E190,XA-ACN,PUJ,MEX')
(1553203791.409952, ':', 'AITFC,0,18.9325,-99.4503,14075,-832,1,315,285,LJ75,LJ75,,,')
(1553203791.410002, ':', 'AITFC,854478,19.5596,-99.2274,10900,-832,1,183,203,VIV3263,A320,XA-VAU,TRC,MEX')
(1553203791.410299, ':', 'AITFC,0,19.3351,-99.5692,0,0,1,271,0,LJ75,LJ75,,,')
(1553203791.411153, ':', 'AITFC,854501,19.7251,-99.3719,15950,-1856,1,182,280,AMX015,B789,XA-ADC,GRU,MEX')
(1553203791.411202, ':', 'AITFC,0,18.6621,-98.7475,26980,1088,1,132,414,BE40,BE40,,,')
(1553203791.411303, ':', 'AITFC,11222467,19.4286,-99.0833,7525,-832,1,59,152,UAL1090,A319,N823UA,IAH,MEX')
(1553203791.411348, ':', 'AITFC,854371,19.4322,-99.0868,0,0,1,257,0,VIV3147,A320,XA-VAP,CUN,MEX')
(1553203791.4115, ':', 'AITFC,854860,20.2750,-99.7342,27875,-1728,1,128,464,AIJ2800,A21N,XA-PGA,SJD,MEX')
(1553203791.414262, ':', 'AITFC,10929382,19.8076,-99.1211,14325,-704,1,150,281,VOI785,A21N,N535VL,PVR,MEX')
(1553203791.414467, ':', 'AITFC,853873,20.4987,-98.2269,30225,1472,1,10,484,AMX924,B738,XA-AME,MEX,MTY')
(1553203791.414506, ':', 'AITFC,0,19.5298,-100.1083,41000,64,1,110,483,BLOCKED,,,,')
(1553203791.414539, ':', 'AITFC,854749,19.6295,-99.1913,12425,-1536,1,204,263,AIJ2521,A21N,XA-RLM,MID,MEX')
(1553203791.414573, ':', 'AITFC,854650,19.4057,-99.1238,7900,-1216,1,59,151,SLI2687,E190,XA-AEF,AUS,MEX')
(1553203791.414607, ':', 'AITFC,11152010,20.2095,-98.0977,31900,2496,1,17,533,,B737,N754SW,MEX,HOU')
(1553203791.414639, ':', 'AITFC,854565,19.5305,-98.5297,16125,960,1,88,224,TAO657,AT76,XA-UYM,MEX,VER')
(1553203791.414672, ':', 'AITFC,10931284,19.3611,-100.5051,32000,0,1,271,403,VOI734,A21N,N537VL,MEX,GDL')
(1553203791.414706, ':', 'AITFC,0,20.3565,-98.0986,40000,-64,1,248,358,H25B,H25B,,,')
(1553203791.414736, ':', 'AITFC,10833959,19.5651,-99.5159,34000,0,1,287,408,,B734,N441US,,')
(1553203791.414767, ':', 'AITFC,854648,19.4253,-99.0783,0,0,1,208,18,AMX691,B738,XA-ADV,SJO,MEX')
(1553203791.414799, ':', 'AITFC,854797,19.7526,-98.8378,38050,64,1,250,396,VIV2145,A20N,XA-VIF,CUN,GDL')
(1553203791.414836, ':', 'AITFC,854160,19.4965,-99.1605,12300,-640,1,133,251,SLI273,E190,XA-GAR,SJD,MEX')
(1553203791.422355, ':', 'AITFC,853215,19.4473,-98.3929,23975,-320,1,291,350,,E190,XA-JAC,GUA,MEX')
(1553203791.422799, ':', 'AITFC,854731,18.6095,-100.3682,20000,-64,1,226,245,TAO423,AT76,XA-UZS,MEX,ZIH')
(1553203791.423121, ':', 'AITFC,854656,19.0199,-98.9022,15625,512,1,179,227,TAO405,AT76,XA-UZE,MEX,ACA')
(1553203791.423343, ':', 'AITFC,11223930,19.4237,-99.0799,0,0,1,312,2,AMX222,B738,N825AM,MEX,CUU')
