#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','D00E45','Drone/UAV','Optimum','Opt','Y','Y'
'F','D00E47','Ka-6 e','G-DDHT','DHT','Y','Y'
'F','D00E48','LS-8 18','G-CKJE','321','Y','Y'
'F','D00E49','ASG-29','','A5','Y','Y'
'F','D00E4C','Ikarus C42 B','D-MNDM','DM','Y','Y'
'F','D00E4E','Drone/UAV','REV','REV','Y','Y'
'F','D00E4F','Libelle Std','G-DCPF','E7','Y','Y'
'F','D00E61','Drone/UAV','Refecor','RFC','Y','Y'
'F','D00E63','Drone/UAV','Trend','TND','Y','Y'
'F','D00E70','Twin Astir II','OO-ZKV','ZKV','Y','Y'
'F','D00E71','Drone/UAV','Aerosct','AER','Y','Y'
'F','D00E7C','Drone/UAV','Optimum','Opt','Y','Y'
'F','D00E81','Discus','F-CGQS','D34','Y','Y'
'F','D00E86','Speed Astir II','SP-4073','WF','Y','Y'
'F','D00E8A','Pegase','F-CHGZ','GZ','Y','Y'
'F','D00E8C','Ventus 2','HB-3319','LG','Y','Y'
'F','D00E8E','Duo Discus','OY-TVX','Z','Y','Y'
'F','D00E99','Ventus 3T','D-KSJX','VP','Y','Y'
'F','D00E9C','','','','Y','N'
'F','D00E9D','ASG-29E','OM-1405','9E','Y','Y'
'F','D00E9F','','','','Y','N'
'F','D00EA4','Drone/UAV','Trend','TND','Y','Y'
'F','D00EAE','EB 28','D-KBBF','BBF','Y','Y'
'F','D00EB3','Drone/UAV','Meteomt','MET','Y','Y'
'F','D00EB4','DG-808 B','D-KEKG','TB','Y','Y'
'F','D00EB6','DG-500','G-CHGV','HGV','Y','Y'
'F','D00EB8','LAK-17 A','S5-3111','JL','Y','Y'
'F','D00EBA','LS-8','SE-UPF','1','Y','Y'
'F','D00EBF','Cirrus Std','G-DCYO','477','Y','Y'
'F','D00EC0','Ka-8','G-CHFW','HFW','Y','Y'
'F','D00EC3','Discus 2cT','G-EJIM','T18','Y','Y'
'F','D00EC4','Ventus ct','F-CIJS','R16','Y','Y'
'F','D00ECB','ASG-29E','G-CKOY','S9','Y','Y'
'F','D00ECC','LS-4','LV-EQJ','IP','Y','Y'
'F','D00ECE','Cirrus Std','D-1994','FO','Y','Y'
'F','D00ED0','JS-3 18M','ZT-GAA','FM','Y','Y'
'F','D00ED8','Discus 2','D-0051','CA','Y','Y'
'F','D00F0C','EC 135','HB-ZUE','ZUE','Y','Y'
'F','D00F44','Taurus','F-JXGJ','JV','Y','Y'
'F','D00F57','DR-400','G-ENBW','BW','Y','Y'
'F','D00F7C','Ventus 3T','G-CLXN','LXN','Y','Y'
'F','D00F8F','Duo Discus','D-0179','XV','Y','Y'
'F','D00FB7','Blanik','OK-6999','699','Y','Y'
'F','D00FB8','Duo Discus xlt','D-KUBB','BB','Y','Y'
'F','D00FB9','ASH-26 E','D-KRUG','','Y','Y'
'F','D00FBF','DG-1000','VH-GGE','','Y','Y'
'F','D00FC9','DG-300','C-FITD','ITD','Y','Y'
'F','D00FCE','HPH 304S Shark','D-KBAY','AY','Y','Y'
'F','D00FD1','Pegase','F-CHGU','GU','Y','Y'
'F','D00FD3','ASK-21','D-4745','1W','Y','Y'
'F','D00FD4','SZD-48-3 Jantar Std 3','S5-3002','UK','Y','Y'
'F','D00FD6','Tetra-15','F-JFWQ','WQ','Y','Y'
'F','D00FD9','LS-4','D-5122','22','Y','Y'
'F','D00FDA','Stemme S-10','F-CJLG','','Y','Y'
'F','D00FDC','Astir CS','FCIAN','AN','Y','Y'
'F','D00FE1','Nimbus 4DM','','','Y','Y'
'F','D00FEA','WT9 Dynamic','LN-YVP','','Y','Y'
'F','D00FF0','ASG-29E','D-KJBO','WE','Y','Y'
'F','D00FF1','Ventus c','OK-2807','WW','Y','Y'
'F','D00FF2','Twin Astir II','D-3779','79','Y','Y'
'F','D00FF4','DR-400','D-EIKO','','Y','Y'
'F','D00FF9','ASW-19','D-7028','LA','Y','Y'
'F','D00FFC','ASH-26 E','D-KAPP','App','Y','Y'
'F','D00FFF','Ventus 2ct','G-HAAH','V66','Y','Y'
'F','D01001','EB 29 D','D-KEBB','BB','Y','Y'
'F','D01006','ASG-29E','F-CMVO','IC','Y','Y'
'F','D01009','ASW-15','HA-4034','FA','Y','Y'
'F','D0100A','ASH-25 MI','D-KGHP','','Y','Y'
'F','D0100E','ASW-24','G-CJTB','T9','Y','Y'
'F','D01010','ASW-19','G-CHXE','Y4','Y','Y'
'F','D01011','Apis 2','s5-per','PP','Y','Y'
'F','D01014','Nimbus 2','OK-2829','HT','Y','Y'
'F','D01015','DG-808 C','F-CHYF','TV','Y','Y'
'F','D01016','Arcus T','D-KNXN','N1','Y','Y'
'F','D0101A','miniLAK FES','F-CKAM','08','Y','Y'
'F','D0101C','LAK-17B FES','D-KOYA','','Y','Y'
'F','D01024','SZD-51 Junior','G-CFTC','N56','Y','Y'
'F','D01025','Ventus 2cM','HB-2437','MZ','Y','Y'
'F','D01027','DG-1000','F-CJCA','CA','Y','Y'
'F','D01028','Ventus 2cxT','D-KVWB','3E','Y','Y'
'F','D0102A','LS-4','D-1342','9B','Y','Y'
'F','D01034','','','','Y','N'
'F','D0103B','ASW-27','D-2717','G1','Y','Y'
'F','D0103D','LS-7','G-CFVH','246','Y','Y'
'F','D01040','Discus','VH-GHP','HP','Y','Y'
'F','D01041','LS-7','FCGYD','7','Y','Y'
'F','D01043','ASW-19','G-DFFP','93','Y','Y'
'F','D01044','ASW-20','D-4218','_18','Y','Y'
'F','D01047','DG-400','GBNXL','L11','Y','Y'
'F','D0104A','Duo Discus xlt','D-KJFD','D1','Y','Y'
'F','D0104C','LS-6','','S6','Y','Y'
'F','D0104D','Kestrel','CYN','N4','Y','Y'
'F','D01050','ASH-25','F-CLAB','11','Y','Y'
'F','D01053','Ventus','','IR','Y','Y'
'F','D0105A','ASW-20','LY-CFL','FL','Y','Y'
'F','D01061','ASK-21','D-9085','G','Y','Y'
'F','D0106A','Drone/UAV','Rigi','RGI','Y','Y'
'F','D0106C','Drone/UAV','Rigi','RGI','Y','Y'
'F','D0106D','Drone/UAV','REV','REV','Y','Y'
'F','D01095','LS-4','I-UKSI','AD','Y','Y'
'F','D010D2','Cabri G2','HB-ZTY','HLA','Y','Y'
'F','D010ED','Twin Astir I','OM-1801','ZA','Y','Y'
'F','D01174','ASW-24','SE-UIE','IE','Y','Y'
'F','D01284','Ventus 2','G VENC','584','Y','Y'
'F','D0128C','Discus','F-CFDH','','Y','Y'
'F','D012A0','SZD-48-3 Jantar Std 3','SP-3682','KL','Y','Y'
'F','D012B6','ASW-20','HA-4045','NY','Y','Y'
'F','D012C1','Duo Discus','VH-DDH','DDH','Y','Y'
'F','D012C6','Baloon','BALON2','BA2','Y','Y'
'F','D012C7','Duo Discus','D-8129','JwD','Y','Y'
'F','D012D6','Ventus 2','D-5536','OF','Y','Y'
'F','D012DB','Discus','G-CFTW','230','Y','Y'
'F','D012EA','Ventus','HA-4545','SA','Y','Y'
'F','D012EE','ASG-29E','D-KGGT','GT','Y','Y'
'F','D012F2','Baloon','BALON3','BA3','Y','Y'
'F','D012F6','SZD-56-2 Diana 2','SP-GAVI','LL','Y','Y'
'F','D012FC','ASW-24','G-CGDZ','524','Y','Y'
'F','D01300','LS-6','','AE2','Y','Y'
'F','D01302','Ka-6 e','G-DCCV','CCV','Y','Y'
'F','D01318','Baloon','BALON1','BA1','Y','Y'
'F','D01326','SZD-55','G-CHHR','100','Y','Y'
'F','D01328','HangGlider','41191','','Y','Y'
'F','D01331','PIK-20 B','OH-467','Jo','Y','Y'
'F','D01340','ASW-27','VH-UIT','IT','Y','Y'
'F','D01345','ASW-15','G-CKSL','','Y','Y'
'F','D01347','ASW-27','G-CJPT','JPT','Y','Y'
'F','D01355','Discus 2','D-6349','','Y','Y'
'F','D01380','Astir Jeans','D-3828','28','Y','Y'
'F','D01394','Silent 2 Electro','G-CIJE','JE','Y','Y'
'F','D013A0','JS-1 Revelation','ZS-GAK','42','Y','Y'
'F','D07007','MS-893 Commodore','F-BXDR','DR','Y','Y'
'F','D0961F','Ground Station','F-ACBA2','BA2','Y','Y'
'F','D0B600','SZD-36 Cobra 15','SP-2909','SM','Y','Y'
'F','D0F0EE','JS-3 18M','D-KJTM','AX','Y','Y'
'F','D10000','Ventus 2cxT','DKMIX','IX','Y','Y'
'F','D11E00','ASW-27','D-86301','K','Y','Y'
'F','D1D1D1','Ultralight Glider','D-KULM','','Y','Y'
'F','D235EF','LS-8 18','PH-1457','KL','Y','Y'
'F','D2AD2A','','','','N','N'
'O','D4205B','UFO','Mach','OKO','Y','Y'
'O','D4362A','UFO','','YP','Y','Y'
'O','D4362B','Paraglider','Whizz22','PP','Y','Y'
'O','D43B84','Paraglider','','','Y','Y'
'F','D43C4C','Drone/UAV','MNA1010','MNG','Y','Y'
'F','D43C80','Motorglider','G-LLEW','LEW','Y','Y'
'O','D43DA0','UFO','OK-KLPC','NVP','Y','Y'
'O','D43E10','Gyrocopter','SP-XBLK','','Y','Y'
'O','D44004','Cirrus Std','OK2781','XL','Y','Y'
'O','D44338','Ground Station','ORVALCH','MBG','Y','Y'
'O','D44384','HangGlider','','','Y','Y'
'F','D45983','Cirrus','D-1986','H1','Y','Y'
'F','D4EC33','Ventus c','D-5231','LE','Y','Y'
'F','D7184E','TB-20 Trinidad','D-EYSA','SA','Y','Y'
'F','D79822','Paraglider','','','Y','Y'
'O','D8860C','Unknown','12-02','Atk','Y','Y'
'F','D8B470','ASK-13','AP','LF','Y','Y'
'F','D8C1BE','ASW-20','D-2720','2W','Y','Y'
'F','D93EBB','HPH 304C','D-6997','Y','Y','Y'
'O','DAB001','Drone/UAV','PAR-001','PAR','Y','Y'
'F','DABAA9','LS-4','G-CKKX','449','Y','Y'
'F','DABCDE','HK36 Super Dimona','D-KDHA','HA','Y','Y'
'F','DAF1D0','Duo Discus xt','VH-ZAB','ZAB','Y','Y'
'F','DB0766','Cirrus','VH-GZR','GZR','Y','Y'
'O','DC81E8','Unknown','R1','G1','Y','Y'
'O','DC8638','Ultralight','OH-U674','TPK','Y','Y'
'F','DC9E87','LS-8 18','VH-GPO','PO','Y','Y'
'F','DD0009','Ka-6 cr','D-8535','35','Y','Y'
'F','DD0013','Mosquito','G-DDWL','DWL','Y','Y'
'F','DD001D','DG-400','D-KERA','','Y','Y'
'F','DD0027','ASW-27','D-9827','21','Y','Y'
'F','DD003C','ASG-32 MI','D-KFHM','FM','Y','Y'
'F','DD0040','ASW-19','G-DHCV','HCV','Y','Y'
'F','DD008E','Pilatus B4','D-6801','','Y','Y'
'F','DD00BD','LS-4','D-3909','','Y','Y'
'F','DD00EF','ASW-24 E','F-CENT','357','Y','Y'
'F','DD0118','Ikarus C42 B','D-MOBM','BM','Y','Y'
'F','DD0157','SF-25','D-KDCS','','Y','Y'
'F','DD0168','DG-1000','D-4911','11','Y','Y'
'F','DD016F','SF-25','D-KDFN','FN','Y','Y'
'F','DD01FC','HK36 Super Dimona','D-KDKR','KR','Y','Y'
'F','DD01FE','DA40','D-ENWR','WR','Y','Y'
'F','DD0223','ASK-21','D-5297','97','Y','Y'
'F','DD0230','ASW-20','D-7670','70','Y','Y'
'F','DD0247','ASK-21','D-5371','HL','Y','Y'
'F','DD02A2','Grob G109','D-KETB','','Y','Y'
'F','DD02A8','EC 135','D-HBPF','POL','Y','Y'
'F','DD02AB','K1200','HB-ZGK','ROT','Y','Y'
'F','DD02AD','AS 350','HB-ZMY','HBE','Y','Y'
'F','DD02AE','EC 135','D-HBPA','POL','Y','Y'
'F','DD02B0','Bell 206','HB-XLA','','Y','Y'
'F','DD02B1','K1200','HB-ZIH','ZIH','Y','Y'
'F','DD049F','Ka-6 cr','D-9039','AMH','Y','Y'
'F','DD04DF','Discus','D-8709','G3','Y','Y'
'I','DD04E5','SF-25','D-KNIL','','Y','Y'
'I','DD04F2','Nimbus 3','D-5327','','Y','Y'
'F','DD0507','LS-4','D-1449','2E','Y','Y'
'F','DD0515','Helicopter','D-HDSI','DRF','Y','Y'
'F','DD0516','Helicopter','D-HDSG','DRF','Y','Y'
'F','DD0525','','','','N','N'
'F','DD0528','Helicopter','D-HEGK','POL','Y','Y'
'F','DD0532','Helicopter','D-HBWU','POL','Y','Y'
'F','DD0539','Helicopter','D-HDSH','DRF','Y','Y'
'F','DD053E','Helicopter','','POL','Y','Y'
'F','DD0540','BK 117','VP-CAZ','','Y','Y'
'F','DD0541','Helicopter','D-HDSF','DRF','Y','Y'
'F','DD0558','Helicopter','','POL','Y','Y'
'F','DD055A','BK 117','ZM502','RAF','Y','Y'
'F','DD055C','Helicopter','D-HDSJ','DRF','Y','Y'
'F','DD0560','EC 135','ZM504','RAF','Y','Y'
'F','DD0561','EC 135','ZM505','RAF','Y','Y'
'F','DD0564','Helicopter','D-HEMS','ADA','Y','Y'
'F','DD056A','BK 117','D-HDSP','DRF','Y','Y'
'F','DD056D','EC 135','D-HRTB','DRF','Y','Y'
'F','DD0570','BK 117','D-HBWV','POL','Y','Y'
'F','DD0573','EC 135','ZM506','RAF','Y','Y'
'F','DD0574','BK 117','D-HBWY','POL','Y','Y'
'F','DD0577','BK 117','D-HDSJ','DRF','Y','Y'
'F','DD05A5','ASW-27','','TG','Y','Y'
'F','DD05B6','ASW-24','','68','Y','Y'
'F','DD0666','Drone/UAV','','','Y','Y'
'F','DD066D','Drone/UAV','','','Y','Y'
'F','DD066F','WT9 Dynamic','F-JRXZ','XZ','Y','Y'
'F','DD0679','Ultralight','D-MOOP','OP','Y','Y'
'F','DD067B','Remos GX','D-MHNE','NE','Y','Y'
'F','DD06C1','SF-25','D-KEOS','DOS','Y','Y'
'F','DD06DE','Remos GX','D-MIIP','','Y','Y'
'F','DD06E3','Ultralight','','','Y','Y'
'F','DD070C','Pilatus B4','D-6009','','Y','Y'
'F','DD0775','Pilatus PC-6','MIL','MIL','Y','Y'
'F','DD0782','Helicopter','T-331','MIL','Y','Y'
'F','DD0784','Pilatus PC-6','V-612','612','Y','Y'
'F','DD0785','Pilatus PC-6','MIL','MIL','Y','Y'
'F','DD0788','EC 120','HB-ZRO','HLA','Y','Y'
'F','DD078A','DG-808 C','D-KUDU','DU','Y','Y'
'F','DD07F6','Ventus 2ct','OY-XZC','ZC','Y','Y'
'F','DD0807','Sinus','DD0807','','Y','Y'
'F','DD0835','Pilatus B4','OE-0985','B4','Y','Y'
'F','DD0891','Antares 20 E','D-KVLT','LT','Y','Y'
'F','DD08AE','Kestrel','D-0397','W1','Y','Y'
'F','DD08CA','Ultralight','D-MOGR','GR','Y','Y'
'F','DD08D6','Ventus 2cxT','F-CIRD','RD','Y','Y'
'F','DD091F','Grumman AA-5','D-EQCP','','Y','Y'
'F','DD0921','ASG-32 MI','D-KIMD','MD','Y','Y'
'F','DD092F','BK 117','ZM519','RAF','Y','Y'
'F','DD0931','BK 117','D-HDSK','DRF','Y','Y'
'F','DD0933','BK 117','ZM517','RAF','Y','Y'
'F','DD0935','BK 117','ZM501','RAF','Y','Y'
'F','DD0938','BK 117','ZM518','RAF','Y','Y'
'F','DD0947','ASW-27','G-CKKH','218','Y','Y'
'F','DD094C','Towplane','','','Y','Y'
'F','DD095E','DG-100','EC-HTM','CH','Y','Y'
'F','DD0979','','','','N','Y'
'F','DD0984','Blanik','S5-7188','88','Y','Y'
'F','DD0988','Antares 18 T','D-KKZZ','ZZ','Y','Y'
'F','DD099D','Unknown','f1','f1','Y','Y'
'F','DD099E','Motorplane','D-EEEG','DEG','Y','Y'
'F','DD09AD','EB 28','D-KIGR','','Y','Y'
'F','DD09CF','Glasflugel H301','D-6798','YYY','Y','Y'
'F','DD09F4','Cessna 172','S5-DGO','GO','Y','Y'
'F','DD0A1A','EC 135','ZM512','RAF','Y','Y'
'F','DD0A1E','Helicopter','D-HNWV','POL','Y','Y'
'F','DD0A1F','Helicopter','D-HDSD','DRF','Y','Y'
'F','DD0A22','EC 135','D-HNWU','POL','Y','Y'
'F','DD0A25','EC 135','D-HRPA','POL','Y','Y'
'F','DD0A2A','Helicopter','D-HYAC','ADA','Y','Y'
'F','DD0A2C','EC 135','OE-XEQ','OAM','Y','Y'
'F','DD0A2E','','','','N','Y'
'F','DD0A31','Helicopter','D-HDOM','ADA','Y','Y'
'F','DD0A51','WT9 Dynamic','D-MWON','','Y','Y'
'F','DD0A81','Duo Discus','FCHTF','','Y','Y'
'F','DD0A8E','Libelle Club','F-CEQO','QO','Y','Y'
'F','DD0AF9','Helicopter','D-HEGW','POL','Y','Y'
'F','DD0AFA','EC 135','D-HZSQ','BMI','Y','Y'
'F','DD0AFC','EC 135','D-HZSH','BMI','Y','Y'
'F','DD0AFD','EC 135','D-HVBM','POL','Y','Y'
'F','DD0AFF','EC 135','D-HVBP','POL','Y','Y'
'F','DD0B01','Helicopter','D-HEGO','POL','Y','Y'
'F','DD0B05','AS 350','HB-ZNI','SWH','Y','Y'
'F','DD0B06','AS 350','HB-ZIB','SWH','Y','Y'
'F','DD0B07','AS 350','HB-ZKP','SWH','Y','Y'
'F','DD0B08','Helicopter','D-HEGG','POL','Y','Y'
'F','DD0B0B','AS 350','HB-ZPT','SWH','Y','Y'
'F','DD0B0C','Helicopter','D-HEGL','POL','Y','Y'
'F','DD0B11','Helicopter','D-HEGE','POL','Y','Y'
'F','DD0B12','EC 135','D-HVBA','POL','Y','Y'
'F','DD0B15','EC 135','D-HVBQ','POL','Y','Y'
'F','DD0B18','EC 135','D-HVBX','POL','Y','Y'
'F','DD0B19','EC 135','D-HZSQ','BBK','Y','Y'
'F','DD0B1A','EC 135','D-HZSR','BMI','Y','Y'
'F','DD0B1C','Helicopter','D-HEGT','POL','Y','Y'
'F','DD0B1D','Helicopter','D-HEGZ','POL','Y','Y'
'F','DD0B1E','Helicopter','D-HEGP','POL','Y','Y'
'F','DD0B20','EC 130','HB-ZTN','','Y','Y'
'F','DD0B21','EC 135','D-HVBK','POL','Y','Y'
'F','DD0B22','Helicopter','D-HEGS','POL','Y','Y'
'F','DD0B23','EC 135','D-HVBR','POL','Y','Y'
'F','DD0B24','EC 135','D-HZSQ','BMI','Y','Y'
'F','DD0B27','Helicopter','D-HEGC','POL','Y','Y'
'F','DD0B2A','EC 135','D-HVBS','POL','Y','Y'
'F','DD0B2B','EC 135','D-HVBD','POL','Y','Y'
'F','DD0B42','LS-6','PH-868','WW','Y','Y'
'F','DD0B61','Socata Rallye 235CA-M','F-GBXF','XF','Y','Y'
'F','DD0B93','Aquila A210','D-EKOS','OS','Y','Y'
'F','DD0BA6','Antares 20 E','D-KVOL','OL','Y','Y'
'F','DD0BB0','ASK-21','D-0042','','Y','Y'
'F','DD0BD2','TB-10 Tobago','D-EFHM','','Y','Y'
'F','DD0C06','BK 117','D-HDSM','DRF','Y','Y'
'F','DD0C07','BK 117','D-HDSO','DRF','Y','Y'
'F','DD0C0B','EC 135','OE-XEQ','OAM','Y','Y'
'F','DD0C0C','BK 117','D-HDSK','DRF','Y','Y'
'F','DD0C11','EC 135','OE-BXQ','POL','Y','Y'
'F','DD0C12','BK 117','D-HDSQ','DRF','Y','Y'
'F','DD0C17','BK 117','F-ZBQD','FSC','Y','Y'
'F','DD0C18','BK 117','F-ZBPQ','FSC','Y','Y'
'F','DD0C19','BK 117','F-ZBPS','FSC','Y','Y'
'F','DD0C1A','EC 135','ZM524','RAF','Y','Y'
'F','DD0C1B','EC 135','ZM526','RAF','Y','Y'
'F','DD0C1C','EC 135','ZM523','RAF','Y','Y'
'F','DD0C1D','EC 135','ZM525','RAF','Y','Y'
'F','DD0C20','EC 135','ZM520','RAF','Y','Y'
'F','DD0C22','EC 135','ZM513','RAF','Y','Y'
'F','DD0C25','EC 135','ZM527','RAF','Y','Y'
'F','DD0C2A','BK 117','F-ZBPE','FSC','Y','Y'
'F','DD0C2E','Bell 206','OE-BXS','POL','Y','Y'
'F','DD0C31','EC 135','G-CKIK','','Y','Y'
'F','DD0C49','BK 117','D-HDSP','DRF','Y','Y'
'F','DD0C51','EC 135','ZM531','RAF','Y','Y'
'F','DD0C59','EC 135','OE-XFF','HAU','Y','Y'
'F','DD0C5B','EC 135','D-HRTC','DRF','Y','Y'
'F','DD0C5F','Bell 206','OE-BXP','POL','Y','Y'
'F','DD0C69','EC 135','D-HRTE','DRF','Y','Y'
'F','DD0C74','Helicopter','OE-XYY','','Y','Y'
'F','DD0C75','EC 135','OE-XVI','OAM','Y','Y'
'F','DD0C7F','EC 135','LN-OOZ','','Y','Y'
'F','DD0CE4','Ikarus C42 B','04HR','','Y','Y'
'F','DD0D15','DA40','OK-DAI','DAI','Y','Y'
'F','DD0D51','WT9 Dynamic','D-MTTD','TD','Y','Y'
'F','DD0DFE','Cabri G2','HB-ZYZ','ZYZ','Y','Y'
'F','DD0E0A','Cabri G2','HB-ZYZ','ZYZ','Y','Y'
'F','DD0E27','Discus 2cT','D-KFRT','RT','Y','Y'
'F','DD0EAC','Ultralight','D-MAMI','MI','Y','Y'
'F','DD0EAD','Ground Station','Tower','TWR','Y','Y'
'F','DD0EB2','Nimbus 2 C','F-CEDH','N10','Y','Y'
'F','DD0EBF','Ground Station','Tower','TWR','Y','Y'
'F','DD0EC0','Ground Station','Tower','TWR','Y','Y'
'F','DD0EC1','HK36 Super Dimona','D-KSSB','SB','Y','Y'
'F','DD0F23','Cessna T303','N700AM','337','Y','Y'
'F','DD0F32','Ground Station','Tower','TWR','Y','Y'
'F','DD0F35','ASH-25','D-4870','DW','Y','Y'
'F','DD0F46','Twin Astir II','F-CFYH','T88','Y','Y'
'F','DD0F81','PW-5','F-CGRL','RL','Y','Y'
'F','DD0F92','Ventus 2ct','','M2','Y','Y'
'F','DD0FA5','Nimbus 2','G-DEAJ','2A','Y','Y'
'F','DD0FE0','LS-7','G-CFWU','768','Y','Y'
'F','DD103F','Mini Nimbus','SE-UVX','VX','Y','Y'
'F','DD10E4','DG-500','SE-UTV','','Y','Y'
'F','DD10E6','LS-1 f','SE-TRG','RG','Y','Y'
'F','DD10FD','LS-8a','SE-USF','SF','Y','Y'
'F','DD110A','Mini Nimbus','SE-UVM','VM','Y','Y'
'F','DD1112','DG-800','D-KTBB','BB','Y','Y'
'F','DD1135','SZD-41 Jantar Std','SE-TNN','H4','Y','Y'
'F','DD1203','ASG-29E','D-KMEB','EB','Y','Y'
'O','DD1234','Paraglider','Alfred','','Y','Y'
'F','DD1235','ASK-21','F-CVVA','MX','Y','Y'
'F','DD12D6','LAK-17 BT','F-CGDT','YES','Y','Y'
'F','DD12F3','Cirrus Std','G-CJVU','C74','Y','Y'
'O','DD1306','Paraglider','','','Y','Y'
'F','DD138B','Paraglider','28320','201','Y','Y'
'F','DD13FB','HangGlider','3584','HBe','Y','Y'
'F','DD1404','DG-1000','89','89','Y','Y'
'F','DD1448','Swift','OE-6213','','Y','Y'
'F','DD147D','ASW-24','HB-2315','AS','Y','Y'
'F','DD14AB','HangGlider','PDN','','Y','Y'
'F','DD14AF','HangGlider','3441','RGr','Y','Y'
'F','DD14D1','DG-808 B','D-KKCB','','Y','Y'
'F','DD1573','HangGlider','42010','MM','Y','Y'
'F','DD15C3','Paraglider','D-NLMS','','Y','Y'
'F','DD15ED','DG-500','VH-XQA','XQA','Y','Y'
'F','DD1600','Paraglider','Ulrich','UM','Y','Y'
'O','DD16F6','HangGlider','','','Y','Y'
'F','DD1788','Pegase','F-B290','290','Y','Y'
'F','DD17DC','HangGlider','Archptx','Apx','Y','Y'
'F','DD17E9','ASW-24','D-4019','AP','Y','Y'
'F','DD17F7','','','','N','N'
'F','DD1809','ASW-20','D-2689','','Y','Y'
'F','DD1827','HangGlider','','BHP','Y','Y'
'F','DD1841','SZD-48 Jantar Std 2','SP-3219','J9','Y','Y'
'F','DD1843','SZD-48-3 Jantar Std 3','SP-3448','KM','Y','Y'
'F','DD1863','Discus','G cfnl','705','Y','Y'
'F','DD18AC','Pegase','G-CFCB','FCB','Y','Y'
'F','DD18E8','DG-200','1Z','1Z','Y','Y'
'F','DD1925','Paraglider','Ralf','RAS','Y','Y'
'F','DD192F','LS-1 f','D-5650','H7','Y','Y'
'F','DD194B','HangGlider','MH06','MH','Y','Y'
'F','DD196A','Paraglider','','','Y','Y'
'F','DD1974','Paraglider','','288','Y','Y'
'F','DD19AA','Paraglider','','','Y','Y'
'F','DD19B2','HangGlider','3007','JRi','Y','Y'
'F','DD19BE','Paraglider','GRUNAIR','','Y','Y'
'F','DD1A01','HangGlider','58040','URS','Y','Y'
'F','DD1A13','Ultralight','F-ZR','ZR','Y','Y'
'F','DD1B8F','SF-25','SE-TUU','','Y','Y'
'F','DD1B93','ASK-21','SE-UFY','FY','Y','Y'
'I','DD1FFF','JS-1 C18 Evo','zs-gef','XZ','Y','Y'
'O','DD2930','Cessna 185','N8045V','','Y','Y'
'F','DD49F2','Unknown','AKAMUC9','AM9','Y','Y'
'F','DD4E21','Libelle Std','OY-ROX','CC','Y','Y'
'F','DD4E24','ASW-15','G-CJDR','JDR','Y','Y'
'F','DD4E26','PIK-20 D','D-7653','FH','Y','Y'
'F','DD4E2B','ASW-24','D-2167','B1z','Y','Y'
'F','DD4E35','LS-4','SE-TXD','XD','Y','Y'
'F','DD4E37','DG-600','D-3404','JB','Y','Y'
'F','DD4E39','LS-6 18','OY-XRG','G2','Y','Y'
'F','DD4E3A','LS-4','D-8864','P9','Y','Y'
'F','DD4E3C','LS-4','OY-XPX','PX','Y','Y'
'F','DD4E3F','Libelle Std','G-CDRV','528','Y','Y'
'F','DD4E47','Cirrus Std','G-CJOS','JOS','Y','Y'
'F','DD4E4A','PW-5','Oe-5632','Ms','Y','Y'
'F','DD4E57','PW-5','EC-GPZ','AJ','Y','Y'
'F','DD4E58','LS-7','LN-GIN','IN','Y','Y'
'F','DD4E5A','SZD-55','OH-944','WB','Y','Y'
'F','DD4E5D','Discus','G-CHRX','P5','Y','Y'
'F','DD4E5E','PIK-20 B','OH-497','TY','Y','Y'
'F','DD4E60','Discus','G-CHMO','364','Y','Y'
'F','DD4E61','ASW-28','G-CJWA','C6','Y','Y'
'F','DD4E64','LS-4','OY-XLI','U1','Y','Y'
'F','DD4E65','LS-8 18','','RW','Y','Y'
'F','DD4E68','LS-4','G-CHVV','HVV','Y','Y'
'F','DD4E69','ASK-21','G-CGAM','','Y','Y'
'F','DD4E6C','Nimbus 2','G-CHBV','827','Y','Y'
'F','DD4E6F','Duo Discus x','HB-3396','LU','Y','Y'
'F','DD4E71','Pegase','HB-3090','LI','Y','Y'
'F','DD4E78','ASW-20','G-EEFK','643','Y','Y'
'F','DD4E7A','ASW-27','','A27','Y','Y'
'F','DD4E7D','DG-300','S5-3121','ER','Y','Y'
'F','DD4E7E','Jodel D140','F-PBZZ','ZZ','Y','Y'
'F','DD4E7F','Duo Discus xlt','HB-2502','','Y','Y'
'F','DD4E80','SF-25','OY-XVR','VR','Y','Y'
'F','DD4E81','Silent 2 Electro','D-MJEM','EM','Y','Y'
'F','DD4E83','DG-200','G-CJDP','JDP','Y','Y'
'F','DD4E84','Libelle Std','G-DCLM','CLM','Y','Y'
'F','DD4E85','LS-6','D-6371','YB','Y','Y'
'F','DD4E8B','Astir CS','F-CFML','ML','Y','Y'
'F','DD4E8D','Ventus 2','F-CIGG','GG','Y','Y'
'F','DD4E8E','Astir CS','F-CFML','ML','Y','Y'
'F','DD4E8F','ASH-26 E','D-KAGD','GD','Y','Y'
'F','DD4E90','SZD-48-3 Jantar Std 3','SP-4052','EP','Y','Y'
'F','DD4E92','Cirrus 18m','D-0184','18','Y','Y'
'F','DD4E93','LS-1 d','D-0668','24','Y','Y'
'F','DD4E96','LS-1 f','LN-GHA','577','Y','Y'
